code,hl,name
ru,mr,रशियन
si,mr,सिंहला
sk,mr,स्लोव्हाक
sl,mr,स्लोव्हेनियन
sq,mr,अल्बानियन
sr-Latn,mr,सर्बियन (लॅटिन)
sr,mr,सर्बियन
sv,mr,स्वीडिश
sw,mr,स्वाहिली
ta,mr,तामिळ
te,mr,तेलगू
th,mr,थाई
tr,mr,तुर्की
uk,mr,युक्रेनियन
ur,mr,उर्दू
uz,mr,उझ्बेक
vi,mr,व्हिएतनामी
zh-CN,mr,चीनी (चीन)
zh-HK,mr,चीनी (हाँगकाँग)
zh-TW,mr,चीनी (तैवान)
zu,mr,झुलू
af,ms,Afrikaans
am,ms,Amharic
ar,ms,Arab
as,ms,Assam
az,ms,Azerbaijan
be,ms,Belarus
bg,ms,Bulgaria
bn,ms,Benggali
bs,ms,Bosnia
ca,ms,Catalonia
cs,ms,Czech
da,ms,Denmark
de,ms,Jerman
el,ms,Greek
en-GB,ms,Inggeris (United Kingdom)
en-IN,ms,Inggeris (India)
en,ms,Inggeris
es,ms,Sepanyol
es-419,ms,Sepanyol (Amerika Latin)
es-US,ms,Sepanyol (Amerika Syarikat)
et,ms,Estonia
eu,ms,Basque
fa,ms,Parsi
fi,ms,Finland
fil,ms,Filipina
fr-CA,ms,Perancis (Kanada)
fr,ms,Perancis
gl,ms,Galicia
gu,ms,Gujarat
hi,ms,Hindi
hr,ms,Croatia
hu,ms,Hungary
hy,ms,Armenia
id,ms,Indonesia
is,ms,Iceland
it,ms,Itali
iw,ms,Ibrani
ja,ms,Jepun
ka,ms,Georgia
kk,ms,Kazakhstan
km,ms,Khmer
kn,ms,Kannada
ko,ms,Korea
ky,ms,Kirghiz
lo,ms,Laos
lt,ms,Lithuania
lv,ms,Latvia
mk,ms,Macedonia
ml,ms,Malayalam
mn,ms,Mongolia
mr,ms,Marathi
ms,ms,Melayu
my,ms,Burma
no,ms,Norway
ne,ms,Nepal
nl,ms,Belanda
or,ms,Odia
pa,ms,Punjabi
pl,ms,Poland
pt,ms,Portugis
pt-PT,ms,Portugis (Portugal)
ro,ms,Romania
ru,ms,Rusia
si,ms,Sinhala
sk,ms,Slovak
sl,ms,Slovenia
sq,ms,Albania
sr-Latn,ms,Serbia (Latin)
sr,ms,Serbia
sv,ms,Sweden
sw,ms,Swahili
ta,ms,Tamil
te,ms,Telugu
th,ms,Thai
tr,ms,Turki
uk,ms,Ukraine
ur,ms,Urdu
uz,ms,Uzbekistan
vi,ms,Vietnam
zh-CN,ms,Cina (China)
zh-HK,ms,Cina (Hong Kong)
zh-TW,ms,Cina (Taiwan)
zu,ms,Zulu
af,my,အာဖရိကန်
am,my,အမ်ဟာရစ်ခ်
ar,my,အာရဗီ
as,my,အာသံ
az,my,အဇာဘိုင်ဂျန်
be,my,ဘီလာရုစ်
bg,my,ဘူလ်ဂေးရီးယား
bn,my,ဘင်္ဂါလီ
bs,my,ဘော့စ်နီးယား
ca,my,ကတ်တလန်
cs,my,ချက်
da,my,ဒိန်းမတ်
de,my,ဂျာမန်
el,my,ဂရိ
en-GB,my,အင်္ဂလိပ် (ယူနိုက်တက်ကင်းဒမ်း)
en-IN,my,အင်္ဂလိပ် (အိန္ဒိယ)
en,my,အင်္ဂလိပ်
es,my,စပိန်
es-419,my,စပိန် (လက်တင်အမေရိက)
es-US,my,စပိန် (အမေရိကန် ပြည်ထောင်စု)
et,my,အက်စ်တိုးနီးယား
eu,my,ဘာစ်ခ်
fa,my,ပါရှန်
fi,my,ဖင်လန်
fil,my,ဖိလစ်ပိုင်
fr-CA,my,ပြင်သစ် (ကနေဒါ)
fr,my,ပြင်သစ်
gl,my,ဂါလီစီယာ
gu,my,ဂူဂျာရသီ
hi,my,ဟိန်ဒူ
hr,my,ခရိုအေးရှား
hu,my,ဟန်ဂေရီ
hy,my,အာမေးနီးယား
id,my,အင်ဒိုနီးရှား
is,my,အိုက်စ်လန်
it,my,အီတလီ
iw,my,ဟီဘရူး
ja,my,ဂျပန်
ka,my,ဂျော်ဂျီယာ
kk,my,ကာဇာချ
km,my,ခမာ
kn,my,ကန်နာဒါ
ko,my,ကိုရီးယား
ky,my,ကာဂျစ်
lo,my,လာအို
lt,my,လစ်သူဝေးနီးယား
lv,my,လတ်ဗီးယား
mk,my,မက်ဆီဒိုးနီးယား
ml,my,မလေယာလမ်
mn,my,မွန်ဂိုလီးယား
mr,my,မာရသီ
ms,my,မလေး
my,my,မြန်မာ
no,my,နော်ဝေ
ne,my,နီပေါ
nl,my,ဒတ်ခ်ျ
or,my,အိုရီရာ
pa,my,ပန်ချာပီ
pl,my,ပိုလန်
pt,my,ပေါ်တူဂီ
pt-PT,my,ပေါ်တူဂီ (ပေါ်တူဂီ)
ro,my,ရိုမေနီယား
ru,my,ရုရှ
si,my,စင်ဟာလာ
sk,my,ဆလိုဗက်
sl,my,ဆလိုဗေးနီးယား
sq,my,အယ်လ်ဘေးနီးယား
sr-Latn,my,ဆားဘီးယား (လက်တင်)
sr,my,ဆားဘီးယား
sv,my,ဆွီဒင်
sw,my,ဆွာဟီလီ
ta,my,တမီးလ်
te,my,တီလီဂူ
th,my,ထိုင်း
tr,my,တူရကီ
uk,my,ယူကရိန်း
ur,my,အူရ်ဒူ
uz,my,ဥဇဘတ်
vi,my,ဗီယက်နမ်
zh-CN,my,တရုတ် (တရုတ်)
zh-HK,my,တရုတ် (ဟောင်ကောင်)
zh-TW,my,တရုတ် (ထိုင်ဝမ်)
zu,my,ဇူးလူး
af,ne,अफ्रिकान्स
am,ne,अम्हारिक
ar,ne,अरबी
as,ne,आसामी
az,ne,अजरबैजानी
be,ne,बेलारुसी
bg,ne,बुल्गेरियाली
bn,ne,बंगाली
bs,ne,बोस्नियाली
ca,ne,क्याटालन
cs,ne,चेक
da,ne,डेनिस
de,ne,जर्मन
el,ne,ग्रीक
en-GB,ne,अङ्ग्रेजी (संयुक्त अधिराज्य)
en-IN,ne,अङ्ग्रेजी (भारत)
en,ne,अङ्ग्रेजी
es,ne,स्पेनी
es-419,ne,स्पेनी (ल्याटिन अमेरिका)
es-US,ne,स्पेनी (संयुक्त राज्य)
et,ne,इस्टोनियन
eu,ne,बास्क
fa,ne,फारसी
fi,ne,फिनिस
fil,ne,फिलिपिनी
fr-CA,ne,फ्रान्सेली (क्यानाडा)
fr,ne,फ्रान्सेली
gl,ne,गलिसियाली
gu,ne,गुजराती
hi,ne,हिन्दी
hr,ne,क्रोयसियाली
hu,ne,हङ्गेरियाली
hy,ne,आर्मेनियाली
id,ne,इन्डोनेसियाली
is,ne,आइसल्यान्डियाली
it,ne,इटालेली
iw,ne,हिब्रु
ja,ne,जापानी
ka,ne,जर्जियाली
kk,ne,काजाख
km,ne,खमेर
kn,ne,कन्नाडा
ko,ne,कोरियाली
ky,ne,किर्गिज
lo,ne,लाओ
lt,ne,लिथुआनियाली
lv,ne,लात्भियाली
mk,ne,म्यासेडोनियन
ml,ne,मलयालम
mn,ne,मङ्गोलियाली
mr,ne,मराठी
ms,ne,मलाय
my,ne,बर्मेली
no,ne,नर्वेली
ne,ne,नेपाली
nl,ne,डच
or,ne,उडिया
pa,ne,पंजाबी
pl,ne,पोलिस
pt,ne,पोर्तुगी
pt-PT,ne,पोर्तुगी (पोर्चुगल)
ro,ne,रोमानियाली
ru,ne,रसियाली
si,ne,सिन्हाली
sk,ne,स्लोभाकियाली
sl,ne,स्लोभेनियाली
sq,ne,अल्बानियाली
sr-Latn,ne,सर्बियाली (ल्याटिन)
sr,ne,सर्बियाली
sv,ne,स्विडिस
sw,ne,स्वाहिली
ta,ne,तामिल
te,ne,तेलुगु
th,ne,थाई
tr,ne,टर्किश
uk,ne,युक्रेनी
ur,ne,उर्दु
uz,ne,उज्बेकी
vi,ne,भियतनामी
zh-CN,ne,चिनियाँ (चीन)
zh-HK,ne,चिनियाँ (हङकङ)
zh-TW,ne,चिनियाँ (ताइवान)
zu,ne,जुलु
af,nl,Afrikaans
am,nl,Amhaars
ar,nl,Arabisch
as,nl,Assamees
az,nl,Azerbeidzjaans
be,nl,Belarussisch
bg,nl,Bulgaars
bn,nl,Bengaals
bs,nl,Bosnisch
ca,nl,Catalaans
cs,nl,Tsjechisch
da,nl,Deens
de,nl,Duits
el,nl,Grieks
en-GB,nl,Engels (Verenigd Koninkrijk)
en-IN,nl,Engels (India)
en,nl,Engels
es,nl,Spaans
es-419,nl,Spaans (Latijns-Amerika)
es-US,nl,Spaans (Verenigde Staten)
et,nl,Estisch
eu,nl,Baskisch
fa,nl,Perzisch
fi,nl,Fins
fil,nl,Filipijns
fr-CA,nl,Frans (Canada)
fr,nl,Frans
gl,nl,Galicisch
gu,nl,Gujarati
hi,nl,Hindi
hr,nl,Kroatisch
hu,nl,Hongaars
hy,nl,Armeens
id,nl,Indonesisch
is,nl,IJslands
it,nl,Italiaans
iw,nl,Hebreeuws
ja,nl,Japans
ka,nl,Georgisch
kk,nl,Kazachs
km,nl,Khmer
kn,nl,Kannada
ko,nl,Koreaans
ky,nl,Kirgizisch
lo,nl,Laotiaans
lt,nl,Litouws
lv,nl,Lets
mk,nl,Macedonisch
ml,nl,Malayalam
mn,nl,Mongools
mr,nl,Marathi
ms,nl,Maleis
my,nl,Birmaans
no,nl,Noors
ne,nl,Nepalees
nl,nl,Nederlands
or,nl,Odia
pa,nl,Punjabi
pl,nl,Pools
pt,nl,Portugees
pt-PT,nl,Portugees (Portugal)
ro,nl,Roemeens
ru,nl,Russisch
si,nl,Singalees
sk,nl,Slowaaks
sl,nl,Sloveens
sq,nl,Albanees
sr-Latn,nl,Servisch (Latijns)
sr,nl,Servisch
sv,nl,Zweeds
sw,nl,Swahili
ta,nl,Tamil
te,nl,Telugu
th,nl,Thai
tr,nl,Turks
uk,nl,Oekraïens
ur,nl,Urdu
uz,nl,Oezbeeks
vi,nl,Vietnamees
zh-CN,nl,Chinees (China)
zh-HK,nl,Chinees (Hongkong)
zh-TW,nl,Chinees (Taiwan)
zu,nl,Zoeloe
af,no,afrikaans
am,no,amharisk
ar,no,arabisk
as,no,assamesisk
az,no,aserbajdsjansk
be,no,belarusisk
bg,no,bulgarsk
bn,no,bengali
bs,no,bosnisk
ca,no,katalansk
cs,no,tsjekkisk
da,no,dansk
de,no,tysk
el,no,gresk
en-GB,no,engelsk (Storbritannia)
en-IN,no,engelsk (India)
en,no,engelsk
es,no,spansk
es-419,no,spansk (Latin-Amerika)
es-US,no,spansk (USA)
et,no,estisk
eu,no,baskisk
fa,no,persisk
fi,no,finsk
fil,no,filipino
fr-CA,no,fransk (Canada)
fr,no,fransk
gl,no,galisisk
gu,no,gujarati
hi,no,hindi
hr,no,kroatisk
hu,no,ungarsk
hy,no,armensk
id,no,indonesisk
is,no,islandsk
it,no,italiensk
iw,no,hebraisk
ja,no,japansk
ka,no,georgisk
kk,no,kasakhisk
km,no,khmer
kn,no,kannada
ko,no,koreansk
ky,no,kirgisisk
lo,no,laotisk
lt,no,litauisk
lv,no,latvisk
mk,no,makedonsk
ml,no,malayalam
mn,no,mongolsk
mr,no,marathi
ms,no,malayisk
my,no,burmesisk
no,no,norsk
ne,no,nepali
nl,no,nederlandsk
or,no,odia
pa,no,panjabi
pl,no,polsk
pt,no,portugisisk
pt-PT,no,portugisisk (Portugal)
ro,no,rumensk
ru,no,russisk
si,no,singalesisk
sk,no,slovakisk
sl,no,slovensk
sq,no,albansk
sr-Latn,no,serbisk (latinsk)
sr,no,serbisk
sv,no,svensk
sw,no,swahili
ta,no,tamil
te,no,telugu
th,no,thai
tr,no,tyrkisk
uk,no,ukrainsk
ur,no,urdu
uz,no,usbekisk
vi,no,vietnamesisk
zh-CN,no,kinesisk (Kina)
zh-HK,no,kinesisk (Hongkong)
zh-TW,no,kinesisk (Taiwan)
zu,no,zulu
af,or,ଆଫ୍ରିକୀୟ
am,or,ଆମହାରକି
ar,or,ଆରବିକ୍
as,or,ଆସାମୀୟ
az,or,ଆଜେରବାଇଜାନି
be,or,ବେଲାରୁଷିଆନ୍
bg,or,ବୁଲଗେରିଆନ୍
bn,or,ବଙ୍ଗଳା
bs,or,ବୋସନିଆନ୍
ca,or,କାଟାଲାନ୍
cs,or,ଚେକ୍
da,or,ଡାନ୍ନିସ୍
de,or,ଜର୍ମାନ
el,or,ଗ୍ରୀକ୍
en-GB,or,ଇଂରାଜୀ (ଯୁକ୍ତରାଜ୍ୟ)
en-IN,or,ଇଂରାଜୀ (ଭାରତ)
en,or,ଇଂରାଜୀ
es,or,ସ୍ପେନିୟ
es-419,or,ସ୍ପେନିୟ (ଲାଟିନ୍‌ ଆମେରିକା)
es-US,or,ସ୍ପେନିୟ (ଯୁକ୍ତ ରାଷ୍ଟ୍ର)
et,or,ଏସ୍ତୋନିଆନ୍
eu,or,ବାସ୍କ୍ୱି
fa,or,ପର୍ସିଆନ୍
fi,or,ଫିନ୍ନିସ୍
fil,or,ଫିଲିପିନୋ
fr-CA,or,ଫରାସୀ (କାନାଡା)
fr,or,ଫରାସୀ
gl,or,ଗାଲସିଆନ୍
gu,or,ଗୁଜୁରାଟୀ
hi,or,ହିନ୍ଦୀ
hr,or,କ୍ରୋଆଟିଆନ୍
hu,or,ହଙ୍ଗେରୀୟ
hy,or,ଆର୍ମେନିଆନ୍
id,or,ଇଣ୍ଡୋନେସୀୟ
is,or,ଆଇସଲାଣ୍ଡିକ୍
it,or,ଇଟାଲୀୟ
iw,or,ହେବ୍ର୍ୟୁ
ja,or,ଜାପାନୀ
ka,or,ଜର୍ଜିୟ
kk,or,କାଜାକ୍
km,or,ଖାମେର୍
kn,or,କନ୍ନଡ
ko,or,କୋରିଆନ୍
ky,or,କୀରଗୀଜ୍
lo,or,ଲାଓ
lt,or,ଲିଥୁଆନିଆନ୍
lv,or,ଲାଟଭିଆନ୍
mk,or,ମାସେଡୋନିଆନ୍
ml,or,ମାଲାୟଲମ୍
mn,or,ମଙ୍ଗୋଳିୟ
mr,or,ମରାଠୀ
ms,or,ମାଲୟ
my,or,ବର୍ମୀଜ୍
no,or,ନରୱେଜିଆନ୍
ne,or,ନେପାଳୀ
nl,or,ଡଚ୍
or,or,ଓଡ଼ିଆ
pa,or,ପଞ୍ଜାବୀ
pl,or,ପୋଲିଶ୍
pt,or,ପର୍ତ୍ତୁଗୀଜ୍‌
pt-PT,or,ପର୍ତ୍ତୁଗୀଜ୍‌ (ପର୍ତ୍ତୁଗାଲ୍)
ro,or,ରୋମାନିଆନ୍
ru,or,ରୁଷିୟ
si,or,ସିଂହଳ
sk,or,ସ୍ଲୋଭାକ୍
sl,or,ସ୍ଲୋଭେନିଆନ୍
sq,or,ଆଲବାନିଆନ୍
sr-Latn,or,ସର୍ବିୟ (ଲାଟିନ୍)
sr,or,ସର୍ବିୟ
sv,or,ସ୍ୱେଡିସ୍
sw,or,ସ୍ୱାହିଲ୍
ta,or,ତାମିଲ୍
te,or,ତେଲୁଗୁ
th,or,ଥାଇ
tr,or,ତୁର୍କିସ୍
uk,or,ୟୁକ୍ରାନିଆନ୍
ur,or,ଉର୍ଦ୍ଦୁ
uz,or,ଉଜବେକ୍
vi,or,ଭିଏତନାମିଜ୍
zh-CN,or,ଚାଇନିଜ୍‌ (ଚିନ୍)
zh-HK,or,ଚାଇନିଜ୍‌ (ହଂ କଂ)
zh-TW,or,ଚାଇନିଜ୍‌ (ତାଇୱାନ)
zu,or,ଜୁଲୁ
af,pa,ਅਫ਼ਰੀਕੀ
am,pa,ਅਮਹਾਰਿਕ
ar,pa,ਅਰਬੀ
as,pa,ਅਸਾਮੀ
az,pa,ਅਜ਼ਰਬਾਈਜਾਨੀ
be,pa,ਬੇਲਾਰੂਸੀ
bg,pa,ਬੁਲਗਾਰੀਆਈ
bn,pa,ਬੰਗਾਲੀ
bs,pa,ਬੋਸਨੀਆਈ
ca,pa,ਕੈਟਾਲਾਨ
cs,pa,ਚੈੱਕ
da,pa,ਡੈਨਿਸ਼
de,pa,ਜਰਮਨ
el,pa,ਯੂਨਾਨੀ
en-GB,pa,ਅੰਗਰੇਜ਼ੀ (ਯੂਨਾਈਟਡ ਕਿੰਗਡਮ)
en-IN,pa,ਅੰਗਰੇਜ਼ੀ (ਭਾਰਤ)
en,pa,ਅੰਗਰੇਜ਼ੀ
es,pa,ਸਪੇਨੀ
es-419,pa,ਸਪੇਨੀ (ਲਾਤੀਨੀ ਅਮਰੀਕਾ)
es-US,pa,ਸਪੇਨੀ (ਸੰਯੁਕਤ ਰਾਜ)
et,pa,ਇਸਟੋਨੀਆਈ
eu,pa,ਬਾਸਕ
fa,pa,ਫ਼ਾਰਸੀ
fi,pa,ਫਿਨਿਸ਼
fil,pa,ਫਿਲੀਪਿਨੋ
fr-CA,pa,ਫਰਾਂਸੀਸੀ (ਕੈਨੇਡਾ)
fr,pa,ਫਰਾਂਸੀਸੀ
gl,pa,ਗੈਲਿਸ਼ਿਅਨ
gu,pa,ਗੁਜਰਾਤੀ
hi,pa,ਹਿੰਦੀ
hr,pa,ਕ੍ਰੋਏਸ਼ਿਆਈ
hu,pa,ਹੰਗਰੀਆਈ
hy,pa,ਅਰਮੀਨੀਆਈ
id,pa,ਇੰਡੋਨੇਸ਼ੀਆਈ
is,pa,ਆਈਸਲੈਂਡਿਕ
it,pa,ਇਤਾਲਵੀ
iw,pa,ਹਿਬਰੂ
ja,pa,ਜਪਾਨੀ
ka,pa,ਜਾਰਜੀਆਈ
kk,pa,ਕਜ਼ਾਖ਼
km,pa,ਖਮੇਰ
kn,pa,ਕੰਨੜ
ko,pa,ਕੋਰੀਆਈ
ky,pa,ਕਿਰਗੀਜ਼
lo,pa,ਲਾਓ
lt,pa,ਲਿਥੁਆਨੀਅਨ
lv,pa,ਲਾਤੀਵੀ
mk,pa,ਮੈਕਡੋਨੀਆਈ
ml,pa,ਮਲਿਆਲਮ
mn,pa,ਮੰਗੋਲੀ
mr,pa,ਮਰਾਠੀ
ms,pa,ਮਲਯ
my,pa,ਬਰਮੀ
no,pa,ਨਾਰਵੇਜਿਆਈ
ne,pa,ਨੇਪਾਲੀ
nl,pa,ਡੱਚ
or,pa,ਉੜੀਆ
pa,pa,ਪੰਜਾਬੀ
pl,pa,ਪੋਲੈਂਡੀ
pt,pa,ਪੁਰਤਗਾਲੀ
pt-PT,pa,ਪੁਰਤਗਾਲੀ (ਪੁਰਤਗਾਲ)
ro,pa,ਰੋਮਾਨੀਆਈ
ru,pa,ਰੂਸੀ
si,pa,ਸਿੰਹਾਲਾ
sk,pa,ਸਲੋਵਾਕ
sl,pa,ਸਲੋਵੇਨੀਆਈ
sq,pa,ਅਲਬਾਨੀਆਈ
sr-Latn,pa,ਸਰਬੀਆਈ (ਲਾਤੀਨੀ)
sr,pa,ਸਰਬੀਆਈ
sv,pa,ਸਵੀਡਿਸ਼
sw,pa,ਸਵਾਹਿਲੀ
ta,pa,ਤਮਿਲ
te,pa,ਤੇਲਗੂ
th,pa,ਥਾਈ
tr,pa,ਤੁਰਕੀ
uk,pa,ਯੂਕਰੇਨੀਆਈ
ur,pa,ਉਰਦੂ
uz,pa,ਉਜ਼ਬੇਕ
vi,pa,ਵੀਅਤਨਾਮੀ
zh-CN,pa,ਚੀਨੀ (ਚੀਨ)
zh-HK,pa,ਚੀਨੀ (ਹਾਂਗ ਕਾਂਗ)
zh-TW,pa,ਚੀਨੀ (ਤਾਇਵਾਨ)
zu,pa,ਜ਼ੁਲੂ
af,pl,afrikaans
am,pl,amharski
ar,pl,arabski
as,pl,asamski
az,pl,azerbejdżański
be,pl,białoruski
bg,pl,bułgarski
bn,pl,bengalski
bs,pl,bośniacki
ca,pl,kataloński
cs,pl,czeski
da,pl,duński
de,pl,niemiecki
el,pl,grecki
en-GB,pl,angielski (Wielka Brytania)
en-IN,pl,angielski (Indie)
en,pl,angielski
es,pl,hiszpański
es-419,pl,hiszpański (Ameryka Łacińska)
es-US,pl,hiszpański (Stany Zjednoczone)
et,pl,estoński
eu,pl,baskijski
fa,pl,perski
fi,pl,fiński
fil,pl,filipiński
fr-CA,pl,francuski (Kanada)
fr,pl,francuski
gl,pl,galicyjski
gu,pl,gudżarati
hi,pl,hindi
hr,pl,chorwacki
hu,pl,węgierski
hy,pl,ormiański
id,pl,indonezyjski
is,pl,islandzki
it,pl,włoski
iw,pl,hebrajski
ja,pl,japoński
ka,pl,gruziński
kk,pl,kazachski
km,pl,khmerski
kn,pl,kannada
ko,pl,koreański
ky,pl,kirgiski
lo,pl,laotański
lt,pl,litewski
lv,pl,łotewski
mk,pl,macedoński
ml,pl,malajalam
mn,pl,mongolski
mr,pl,marathi
ms,pl,malajski
my,pl,birmański
no,pl,norweski
ne,pl,nepalski
nl,pl,niderlandzki
or,pl,orija
pa,pl,pendżabski
pl,pl,polski
pt,pl,portugalski
pt-PT,pl,portugalski (Portugalia)
ro,pl,rumuński
ru,pl,rosyjski
si,pl,syngaleski
sk,pl,słowacki
sl,pl,słoweński
sq,pl,albański
sr-Latn,pl,serbski (łacińskie)
sr,pl,serbski
sv,pl,szwedzki
sw,pl,suahili
ta,pl,tamilski
te,pl,telugu
th,pl,tajski
tr,pl,turecki
uk,pl,ukraiński
ur,pl,urdu
uz,pl,uzbecki
vi,pl,wietnamski
zh-CN,pl,chiński (Chiny)
zh-HK,pl,chiński (Hongkong)
zh-TW,pl,chiński (Tajwan)
zu,pl,zulu
af,pt,Africâner
am,pt,Amárico
ar,pt,Árabe
as,pt,Assamês
az,pt,Azerbaijano
be,pt,Bielorrusso
bg,pt,Búlgaro
bn,pt,Bengali
bs,pt,Bósnio
ca,pt,Catalão
cs,pt,Tcheco
da,pt,Dinamarquês
de,pt,Alemão
el,pt,Grego
en-GB,pt,Inglês (Reino Unido)
en-IN,pt,Inglês (Índia)
en,pt,Inglês
es,pt,Espanhol
es-419,pt,Espanhol (América Latina)
es-US,pt,Espanhol (Estados Unidos)
et,pt,Estoniano
eu,pt,Basco
fa,pt,Persa
fi,pt,Finlandês
fil,pt,Filipino
fr-CA,pt,Francês (Canadá)
fr,pt,Francês
gl,pt,Galego
gu,pt,Guzerate
hi,pt,Híndi
hr,pt,Croata
hu,pt,Húngaro
hy,pt,Armênio
id,pt,Indonésio
is,pt,Islandês
it,pt,Italiano
iw,pt,Hebraico
ja,pt,Japonês
ka,pt,Georgiano
kk,pt,Cazaque
km,pt,Khmer
kn,pt,Canarim
ko,pt,Coreano
ky,pt,Quirguiz
lo,pt,Laosiano
lt,pt,Lituano
lv,pt,Letão
mk,pt,Macedônio
ml,pt,Malaiala
mn,pt,Mongol
mr,pt,Marati
ms,pt,Malaio
my,pt,Birmanês
no,pt,Norueguês
ne,pt,Nepalês
nl,pt,Holandês
or,pt,Oriá
pa,pt,Panjabi
pl,pt,Polonês
pt,pt,Português
pt-PT,pt,Português (Portugal)
ro,pt,Romeno
ru,pt,Russo
si,pt,Cingalês
sk,pt,Eslovaco
sl,pt,Esloveno
sq,pt,Albanês
sr-Latn,pt,Sérvio (latim)
sr,pt,Sérvio
sv,pt,Sueco
sw,pt,Suaíli
ta,pt,Tâmil
te,pt,Télugo
th,pt,Tailandês
tr,pt,Turco
uk,pt,Ucraniano
ur,pt,Urdu
uz,pt,Uzbeque
vi,pt,Vietnamita
zh-CN,pt,Chinês (China)
zh-HK,pt,Chinês (Hong Kong)
zh-TW,pt,Chinês (Taiwan)
zu,pt,Zulu
af,pt-PT,Africanês
am,pt-PT,Amárico
ar,pt-PT,Árabe
as,pt-PT,Assamês
az,pt-PT,Azerbaijano
be,pt-PT,Bielorrusso
bg,pt-PT,Búlgaro
bn,pt-PT,Bengalês
bs,pt-PT,Bósnio
ca,pt-PT,Catalão
cs,pt-PT,Checo
da,pt-PT,Dinamarquês
de,pt-PT,Alemão
el,pt-PT,Grego
en-GB,pt-PT,Inglês (Reino Unido)
en-IN,pt-PT,Inglês (Índia)
en,pt-PT,Inglês
es,pt-PT,Espanhol
es-419,pt-PT,Espanhol (América Latina)
es-US,pt-PT,Espanhol (Estados Unidos)
et,pt-PT,Estónio
eu,pt-PT,Basco
fa,pt-PT,Persa
fi,pt-PT,Finlandês
fil,pt-PT,Filipino
fr-CA,pt-PT,Francês (Canadá)
fr,pt-PT,Francês
gl,pt-PT,Galego
gu,pt-PT,Guzerate
hi,pt-PT,Hindi
hr,pt-PT,Croata
hu,pt-PT,Húngaro
hy,pt-PT,Arménio
id,pt-PT,Indonésio
is,pt-PT,Islandês
it,pt-PT,Italiano
iw,pt-PT,Hebraico
ja,pt-PT,Japonês
ka,pt-PT,Georgiano
kk,pt-PT,Cazaque
km,pt-PT,Khmer
kn,pt-PT,Canarim
ko,pt-PT,Coreano
ky,pt-PT,Quirguiz
lo,pt-PT,Laosiano
lt,pt-PT,Lituano
lv,pt-PT,Letão
mk,pt-PT,Macedónio
ml,pt-PT,Malaiala
mn,pt-PT,Mongol
mr,pt-PT,Marata
ms,pt-PT,Malaio
my,pt-PT,Birmanês
no,pt-PT,Norueguês
ne,pt-PT,Nepalês
nl,pt-PT,Neerlandês
or,pt-PT,Oriá
pa,pt-PT,Panjabi
pl,pt-PT,Polaco
pt,pt-PT,Português
pt-PT,pt-PT,Português (Portugal)
ro,pt-PT,Romeno
ru,pt-PT,Russo
si,pt-PT,Cingalês
sk,pt-PT,Eslovaco
sl,pt-PT,Esloveno
sq,pt-PT,Albanês
sr-Latn,pt-PT,Sérvio (latim)
sr,pt-PT,Sérvio
sv,pt-PT,Sueco
sw,pt-PT,Suaíli
ta,pt-PT,Tâmil
te,pt-PT,Telugu
th,pt-PT,Tailandês
tr,pt-PT,Turco
uk,pt-PT,Ucraniano
ur,pt-PT,Urdu
uz,pt-PT,Usbeque
vi,pt-PT,Vietnamita
zh-CN,pt-PT,Chinês (China)
zh-HK,pt-PT,Chinês (Hong Kong)
zh-TW,pt-PT,Chinês (Taiwan)
zu,pt-PT,Zulu
af,ro,afrikaans
am,ro,amharică
ar,ro,arabă
as,ro,asameză
az,ro,azeră
be,ro,belarusă
bg,ro,bulgară
bn,ro,bengaleză
bs,ro,bosniacă
ca,ro,catalană
cs,ro,cehă
da,ro,daneză
de,ro,germană
el,ro,greacă
en-GB,ro,engleză (Regatul Unit)
en-IN,ro,engleză (India)
en,ro,engleză
es,ro,spaniolă
es-419,ro,spaniolă (America Latină)
es-US,ro,spaniolă (Statele Unite ale Americii)
et,ro,estonă
eu,ro,bască
fa,ro,persană
fi,ro,finlandeză
fil,ro,filipineză
fr-CA,ro,franceză (Canada)
fr,ro,franceză
gl,ro,galiciană
gu,ro,gujarati
hi,ro,hindi
hr,ro,croată
hu,ro,maghiară
hy,ro,armeană
id,ro,indoneziană
is,ro,islandeză
it,ro,italiană
iw,ro,ebraică
ja,ro,japoneză
ka,ro,georgiană
kk,ro,kazahă
km,ro,khmeră
kn,ro,kannada
ko,ro,coreeană
ky,ro,kârgâză
lo,ro,laoțiană
lt,ro,lituaniană
lv,ro,letonă
mk,ro,macedoneană
ml,ro,malayalam
mn,ro,mongolă
mr,ro,marathi
ms,ro,malaeză
my,ro,birmană
no,ro,norvegiană
ne,ro,nepaleză
nl,ro,neerlandeză
or,ro,odia
pa,ro,punjabi
pl,ro,poloneză
pt,ro,portugheză
pt-PT,ro,portugheză (Portugalia)
ro,ro,română
ru,ro,rusă
si,ro,singhaleză
sk,ro,slovacă
sl,ro,slovenă
sq,ro,albaneză
sr-Latn,ro,sârbă (latină)
sr,ro,sârbă
sv,ro,suedeză
sw,ro,swahili
ta,ro,tamilă
te,ro,telugu
th,ro,thailandeză
tr,ro,turcă
uk,ro,ucraineană
ur,ro,urdu
uz,ro,uzbecă
vi,ro,vietnameză
zh-CN,ro,chineză (China)
zh-HK,ro,chineză (Hong Kong)
zh-TW,ro,chineză (Taiwan)
zu,ro,zulu
af,ru,Африкаанс
